Symbol
NVDA
AAPL
MSFT
GOOGL
GOOG
AMZN
AVGO
META
TSLA
BRK-B
LLY
JPM
WMT
V
ORCL
XOM
MA
NFLX
JNJ
ABBV
PLTR
COST
AMD
BAC
HD
PG
GE
CVX
CSCO
KO
UNH
IBM
MU
WFC
MS
CAT
AXP
PM
TMUS
GS
RTX
CRM
MRK
ABT
MCD
TMO
ISRG
LIN
PEP
LRCX
DIS
UBER
APP
QCOM
INTU
T
AMGN
C
AMAT
NOW
NEE
VZ
INTC
BX
SCHW
BLK
APH
ANET
BKNG
TJX
GEV
DHR
BSX
GILD
ACN
KLAC
SPGI
BA
TXN
PFE
SYK
PANW
ADBE
COF
ETN
CRWD
WELL
UNP
PGR
LOW
DE
HON
MDT
ADI
CB
PLD
IBKR
COP
KKR
VRTX
HOOD
HCA
LMT
PH
CEG
MCK
ADP
CME
CMCSA
CVS
SO
BMY
SBUX
NEM
MO
NKE
DUK
GD
TT
MMM
MMC
DELL
MCO
ICE
CDNS
AMT
WM
DASH
SHW
ORLY
HWM
UPS
NOC
JCI
BK
EQIX
MAR
COIN
APO
CTAS
TDG
AON
WMB
ECL
USB
MDLZ
ABNB
SNPS
REGN
ELV
CI
EMR
PNC
ITW
COR
GLW
TEL
RCL
MNST
SPG
GM
AJG
DDOG
CSX
RSG
AEP
CMI
AZO
TRV
PWR
MSI
ADSK
NSC
CL
FDX
HLT
FTNT
PYPL
KMI
AFL
SRE
MPC
EOG
WDAY
VST
APD
FCX
TFC
PSX
STX
WBD
ALL
IDXX
VLO
BDX
DLR
SLB
LHX
WDC
URI
ZTS
F
ROST
MET
O
D
PCAR
NXPI
EA
EW
NDAQ
CAH
ROP
PSA
BKR
XEL
FAST
CARR
EXC
CBRE
CTVA
AME
GWW
OKE
LVS
MPWR
KR
AXON
TTWO
MSCI
FANG
AMP
ROK
ETR
AIG
DHI
OXY
CMG
A
YUM
PEG
FICO
TGT
PAYX
CPRT
CCI
DAL
EBAY
IQV
XYZ
PRU
EQT
VMC
GRMN
HIG
TRGP
KDP
RMD
ED
VTR
PCG
WEC
MLM
HSY
SYY
XYL
CTSH
OTIS
WAB
FISV
KMB
CCL
FIS
NUE
GEHC
ACGL
STT
EXPE
VICI
EL
KVUE
RJF
NRG
LYV
UAL
WTW
KEYS
LEN
VRSK
HPE
IR
TSCO
MCHP
KHC
WRB
EXR
CSGP
K
MTD
MTB
DTE
ATO
HUM
AEE
ODFL
ADM
FITB
EXE
ROL
EME
ES
BRO
FSLR
FOXA
FOX
CBOE
PPL
IRM
TER
SYF
FE
CHTR
BR
CNP
CINF
AWK
STE
EFX
GIS
AVB
DOV
HBAN
BIIB
VLTO
LDOS
NTRS
ULTA
TDY
TPL
VRSN
PODD
HPQ
DXCM
HUBB
EQR
PHM
HAL
DG
EIX
WSM
STLD
TROW
WAT
STZ
CMS
DVN
CFG
LH
PPG
RF
NTAP
SMCI
L
JBL
PTC
DLTR
SBAC
DGX
TPR
TTD
INCY
DRI
CHD
NI
RL
TYL
LULU
CTRA
IP
NVR
CPAY
AMCR
ON
KEY
WST
TSN
CDW
BG
PFG
EXPD
J
TRMB
SW
CHRW
Q
ZBH
PKG
CNC
GPN
GPC
MKC
GDDY
EVRG
ESS
APTV
SNA
PNR
INVH
LNT
IFF
LUV
DD
PSKY
LII
IT
HOLX
FTV
GEN
DOW
WY
BBY
JBHT
MAA
NWSA
NWS
ERIE
LYB
TKO
TXT
COO
UHS
ALLE
OMC
DPZ
KIM
FFIV
EG
AVY
ALB
CF
BF-B
SOLV
NDSN
REG
UDR
BALL
MAS
WYNN
AKAM
CLX
VTRS
BXP
IEX
HRL
HII
ZBRA
HST
DOC
DECK
JKHY
SJM
BEN
BLDR
AIZ
HAS
DAY
CPT
IVZ
PNW
GL
RVTY
SWK
FDS
SWKS
ALGN
EPAM
AES
MRNA
BAX
TECH
CPB
TAP
AOS
POOL
PAYC
IPG
GNRC
ARE
MGM
APA
DVA
HSIC
FRT
NCLH
CAG
CRL
MOS
LW
LKQ
MTCH
SOLS
MOH
MHK
